,0,1,2,3
66,Q05,1,S00675.txt,1
67,Q05,1,C00179.txt,1
68,Q05,1,C00028.txt,1
69,Q05,1,C00551.txt,1
70,Q05,1,R00414.txt,1
71,Q05,1,R00009.txt,1
72,Q05,1,L00222.txt,1
73,Q05,1,C00257.txt,1
74,Q05,1,S00192.txt,1
75,Q06,1,D00346.txt,1
76,Q06,1,D00661.txt,1
77,Q06,1,D00802.txt,1
78,Q06,1,D00208.txt,1
79,Q06,1,D00977.txt,1
80,Q06,1,D00485.txt,1
81,Q06,1,D00972.txt,1
82,Q06,1,D00607.txt,1
83,Q06,1,D00601.txt,1
84,Q06,1,D00632.txt,1
85,Q06,1,D00664.txt,1
86,Q06,1,D00423.txt,1
87,Q06,1,D00301.txt,1
88,Q06,1,D00243.txt,1
89,Q06,1,D00792.txt,1
90,Q07,1,D00711.txt,1
91,Q07,1,D00420.txt,1
92,Q07,1,D00799.txt,1
93,Q07,1,D00590.txt,1
94,Q07,1,D00620.txt,1
95,Q07,1,D00088.txt,1
96,Q07,1,D00751.txt,1
97,Q07,1,D00978.txt,1
98,Q07,1,D00231.txt,1
99,Q07,1,D00549.txt,1
100,Q07,1,D00340.txt,1
101,Q07,1,D00608.txt,1
102,Q07,1,D00273.txt,1
103,Q07,1,D00673.txt,1
104,Q07,1,D00352.txt,1
105,Q08,1,D00420.txt,1
106,Q08,1,D00558.txt,1
107,Q08,1,D00457.txt,1
108,Q08,1,D00886.txt,1
109,Q08,1,D00152.txt,1
110,Q08,1,D00711.txt,1
111,Q08,1,D00919.txt,1
112,Q08,1,D00396.txt,1
113,Q08,1,D00883.txt,1
114,Q08,1,D00232.txt,1
115,Q08,1,D00200.txt,1
116,Q08,1,D00706.txt,1
117,Q08,1,D00221.txt,1
118,Q08,1,D00340.txt,1
119,Q08,1,D00660.txt,1
120,Q09,1,L00240.txt,1
121,Q09,1,S00558.txt,1
122,Q09,1,P_1499.txt,1
123,Q09,1,R00396.txt,1
124,Q09,1,P_2001.txt,1
125,Q09,1,C00413.txt,1
126,Q09,1,L00332.txt,1
127,Q09,1,P05010.txt,1
128,Q09,1,D00365.txt,1
129,Q09,1,P02041.txt,1
130,Q09,1,P_1511.txt,1
131,Q09,1,C00258.txt,1
132,Q09,1,C00280.txt,1
133,Q09,1,P_2024.txt,1
134,Q09,1,P_286.txt,1
135,Q10,1,L00383.txt,1
136,Q10,1,L00389.txt,1
137,Q10,1,L00240.txt,1
138,Q10,1,L00373.txt,1
139,Q10,1,L00331.txt,1
140,Q10,1,L00267.txt,1
141,Q10,1,L00269.txt,1
142,Q10,1,L00337.txt,1
143,Q10,1,S00207.txt,1
144,Q10,1,S00983.txt,1
145,Q10,1,L00308.txt,1
146,Q10,1,L00237.txt,1
147,Q10,1,L00112.txt,1
148,Q10,1,C00806.txt,1
149,Q10,1,S01000.txt,1
150,Q11,1,S00393.txt,1
151,Q11,1,S00366.txt,1
152,Q11,1,S00221.txt,1
153,Q11,1,C00649.txt,1
154,Q11,1,D00550.txt,1
155,Q11,1,S00194.txt,1
156,Q11,1,D00844.txt,1
157,Q11,1,S00018.txt,1
158,Q11,1,S00518.txt,1
159,Q11,1,S00016.txt,1
160,Q11,1,S00494.txt,1
161,Q11,1,C00205.txt,1
162,Q11,1,D00720.txt,1
163,Q11,1,S00776.txt,1
164,Q11,1,D00689.txt,1
165,Q12,1,T00736.txt,1
166,Q12,1,T00148.txt,1
167,Q12,1,T00076.txt,1
168,Q12,1,T00725.txt,1
169,Q12,1,T01218.txt,1
170,Q12,1,T00165.txt,1
171,Q12,1,T00040.txt,1
172,Q12,1,T00439.txt,1
173,Q12,1,T00082.txt,1
174,Q12,1,T01190.txt,1
175,Q12,1,T00126.txt,1
176,Q12,1,T00259.txt,1
177,Q12,1,T00564.txt,1
178,Q12,1,T00062.txt,1
179,Q12,1,T00513.txt,1
180,Q13,1,T00005.txt,1
181,Q13,1,T00388.txt,1
182,Q13,1,T00048.txt,1
183,Q13,1,T00046.txt,1
184,Q13,1,T00044.txt,1
185,Q13,1,T00803.txt,1
186,Q13,1,T00762.txt,1
187,Q13,1,T00983.txt,1
188,Q13,1,T00637.txt,1
189,Q13,1,T00626.txt,1
190,Q13,1,T00695.txt,1
191,Q13,1,T00632.txt,1
192,Q13,1,S00840.txt,1
193,Q13,1,R00407.txt,1
194,Q13,1,T00081.txt,1
195,Q14,1,T00142.txt,1
196,Q14,1,T00208.txt,1
197,Q14,1,T00656.txt,1
198,Q14,1,P_1788.txt,1
199,Q14,1,T00057.txt,1
200,Q14,1,T00059.txt,1
201,Q14,1,T00207.txt,1
202,Q14,1,T01052.txt,1
203,Q14,1,T00158.txt,1
204,Q14,1,L00276.txt,1
205,Q14,1,T00137.txt,1
206,Q14,1,P_399.txt,1
207,Q14,1,P_401.txt,1
208,Q14,1,P_398.txt,1
209,Q14,1,P_1913.txt,1
210,Q15,1,T00142.txt,1
211,Q15,1,T00208.txt,1
212,Q15,1,T00656.txt,1
213,Q15,1,P_1788.txt,1
214,Q15,1,T00057.txt,1
215,Q15,1,T00059.txt,1
216,Q15,1,T00207.txt,1
217,Q15,1,T01052.txt,1
218,Q15,1,T00158.txt,1
219,Q15,1,L00276.txt,1
220,Q15,1,T00137.txt,1
221,Q15,1,P_399.txt,1
222,Q15,1,P_401.txt,1
223,Q15,1,P_398.txt,1
224,Q15,1,P_1913.txt,1
225,Q16,1,C00299.txt,1
226,Q16,1,C00054.txt,1
227,Q16,1,C00408.txt,1
228,Q16,1,C00924.txt,1
229,Q16,1,C00749.txt,1
230,Q16,1,C00410.txt,1
231,Q16,1,C00325.txt,1
232,Q16,1,C00326.txt,1
233,Q16,1,C00558.txt,1
234,Q16,1,C00335.txt,1
235,Q16,1,M00304.txt,1
236,Q16,1,C00217.txt,1
237,Q16,1,M00108.txt,1
238,Q16,1,C00589.txt,1
239,Q16,1,C00423.txt,1
240,Q17,1,M00230.txt,1
241,Q17,1,M00232.txt,1
242,Q17,1,M00004.txt,1
243,Q17,1,M00229.txt,1
244,Q17,1,S00478.txt,1
245,Q17,1,C00112.txt,1
246,Q17,1,M00019.txt,1
247,Q17,1,C00190.txt,1
248,Q17,1,L00232.txt,1
249,Q17,1,C00766.txt,1
250,Q17,1,C00334.txt,1
251,Q17,1,M00099.txt,1
252,Q17,1,M00261.txt,1
253,Q17,1,M00172.txt,1
254,Q17,1,M00224.txt,1
255,Q18,1,M00021.txt,1
256,Q18,1,M00125.txt,1
257,Q18,1,M00022.txt,1
258,Q18,1,C00471.txt,1
259,Q18,1,M00028.txt,1
260,Q18,1,M00115.txt,1
261,Q18,1,M00160.txt,1
262,Q18,1,M00047.txt,1
263,Q18,1,M00247.txt,1
264,Q18,1,M00131.txt,1
265,Q18,1,M00118.txt,1
266,Q18,1,M00086.txt,1
267,Q18,1,M00161.txt,1
268,Q18,1,M00077.txt,1
269,Q18,1,M00025.txt,1
270,Q19,1,M00048.txt,1
271,Q19,1,M00077.txt,1
272,Q19,1,M00012.txt,1
273,Q19,1,M00340.txt,1
274,Q19,1,M00010.txt,1
275,Q19,1,M00003.txt,1
276,Q19,1,M00323.txt,1
277,Q19,1,L00068.txt,1
278,Q19,1,M00047.txt,1
279,Q19,1,M00247.txt,1
280,Q19,1,C00325.txt,1
281,Q19,1,M00032.txt,1
282,Q19,1,C00112.txt,1
283,Q19,1,C00513.txt,1
284,Q19,1,M00089.txt,1
285,Q20,1,S00086.txt,1
286,Q20,1,S00081.txt,1
287,Q20,1,S00093.txt,1
288,Q20,1,M00016.txt,1
289,Q20,1,M00018.txt,1
290,Q20,1,M00014.txt,1
291,Q20,1,C00559.txt,1
292,Q20,1,D00056.txt,1
293,Q20,1,C00334.txt,1
294,Q20,1,M00151.txt,1
295,Q20,1,C00145.txt,1
296,Q20,1,M00012.txt,1
297,Q20,1,C00422.txt,1
298,Q20,1,M00007.txt,1
299,Q20,1,C00537.txt,1
